order_id,order_date,customer_id,order_status,product_id,quantity,price_per_unit
188,15-02-2022,475,Completed,252,1,1000
189,24-05-2023,305,Completed,185,1,20000
190,04-02-2020,14,Completed,41,1,2500
191,28-12-2023,502,Completed,237,3,4000
192,18-12-2021,341,Completed,189,1,120000
193,05-04-2023,474,Completed,156,1,120000
194,16-02-2023,37,Returned,24,1,800
195,04-12-2023,425,Completed,136,1,40000
196,29-02-2020,216,Returned,244,1,80000
197,01-01-2021,219,Completed,95,1,35000
198,29-05-2023,555,Completed,244,1,80000
199,22-09-2023,485,Completed,153,1,50000
200,29-08-2020,73,Returned,21,1,12000
201,25-03-2020,139,Completed,6,1,500
202,08-05-2021,489,Completed,245,1,50000
203,27-05-2022,335,Completed,224,1,40000
204,20-06-2021,503,Returned,197,1,30000
205,19-03-2021,86,Completed,193,1,85000
206,30-12-2021,521,Completed,68,1,12000
207,06-12-2023,534,Completed,184,1,40000
208,12-04-2020,214,Completed,91,1,600
209,24-07-2020,166,Returned,186,1,70000
210,21-10-2020,85,Completed,7,1,5000
211,24-07-2020,33,Completed,44,1,15000
212,04-05-2023,507,Completed,9,1,18000
213,07-05-2021,503,Completed,31,1,20000
214,06-02-2023,41,Returned,8,1,12000
215,29-01-2023,397,Completed,180,1,70000
216,26-10-2020,226,Completed,14,1,10000
217,03-01-2024,355,Completed,32,3,700
218,30-10-2023,317,Completed,164,1,50000
219,04-01-2024,537,Completed,71,1,10000
220,06-05-2020,7,Returned,69,1,10000
221,12-02-2023,405,Completed,245,1,50000
222,21-01-2024,464,Completed,158,1,70000
223,05-06-2020,166,Completed,129,3,45000
224,30-09-2023,507,Completed,165,1,4000
225,24-12-2021,378,Completed,197,1,30000
226,25-01-2023,369,Completed,92,1,1500
227,20-11-2023,290,Completed,190,1,2500
228,24-06-2022,346,Completed,106,1,40000
229,12-01-2023,373,Completed,231,1,800
230,18-12-2021,310,Returned,249,1,8000
231,25-05-2022,449,Returned,132,1,45000
232,24-09-2020,243,Completed,211,3,70000
233,06-06-2020,113,Completed,157,1,95000
234,18-09-2020,218,Completed,155,1,85000
235,26-07-2020,57,Completed,36,1,35000
236,17-10-2020,173,Completed,234,1,2500
237,11-08-2020,94,Completed,202,1,1800
238,01-01-2020,207,Completed,208,1,10000
239,25-02-2023,526,Completed,82,1,2000
240,18-12-2023,312,Completed,105,1,85000
241,21-06-2021,570,Completed,203,1,25000
242,09-07-2021,559,Completed,30,1,12000
243,03-11-2021,432,Completed,93,1,3000
244,02-08-2023,520,Completed,158,1,70000
245,25-11-2022,451,Completed,138,1,70000
246,20-12-2023,102,Returned,250,1,15000
247,16-12-2020,21,Completed,176,1,55000
248,27-01-2022,326,Completed,177,3,22000
249,22-02-2023,466,Completed,225,1,10000
250,04-02-2020,174,Completed,131,1,35000
251,29-11-2020,9,Completed,133,1,95000
252,04-03-2020,23,Returned,158,1,70000
253,28-09-2021,453,Completed,34,1,40000
254,16-09-2022,470,Completed,188,1,65000
255,01-11-2022,333,Inprogress,121,1,120000
256,07-05-2023,316,Completed,9,1,18000
257,13-07-2020,102,Completed,103,1,80000
258,10-11-2022,336,Completed,237,1,4000
259,02-06-2020,64,Completed,103,1,80000
260,12-10-2020,27,Completed,189,1,120000
261,11-03-2020,125,Completed,101,1,70000
262,14-02-2023,372,Completed,61,1,1000
263,19-08-2021,393,Completed,175,1,20000
264,02-03-2023,548,Completed,228,1,30000
265,04-12-2020,247,Completed,231,1,800
266,28-10-2021,353,Returned,110,1,95000
267,03-07-2020,2,Completed,212,1,45000
268,09-09-2021,496,Completed,245,2,50000
269,16-04-2020,135,Completed,77,1,600
271,07-09-2023,365,Completed,74,1,20000
272,20-09-2020,73,Completed,61,1,1000
273,05-04-2020,110,Completed,163,1,90000
274,28-06-2020,106,Returned,209,1,80000
275,08-12-2021,284,Completed,166,1,150000
276,18-06-2021,569,Completed,250,1,15000
277,24-11-2020,168,Returned,40,1,400
279,24-03-2021,87,Completed,106,1,40000
280,12-08-2023,335,Completed,211,1,70000
281,09-12-2023,543,Completed,225,1,10000
282,14-06-2023,281,Completed,32,1,700
283,28-09-2022,269,Completed,246,1,1000
284,31-08-2023,287,Completed,224,1,40000
285,27-10-2020,59,Returned,39,1,500
286,06-05-2021,473,Completed,102,1,65000
287,28-08-2023,355,Completed,226,1,30000
288,23-02-2021,145,Completed,56,1,3000
289,26-01-2020,194,Completed,48,1,30000
290,11-06-2021,551,Completed,244,1,80000
291,24-12-2023,311,Completed,10,1,15000
292,30-04-2023,385,Completed,19,1,1000
293,23-02-2022,287,Completed,236,1,25000
294,20-04-2023,386,Completed,136,1,40000
295,17-11-2023,397,Completed,78,1,4000
296,24-11-2023,335,Completed,138,1,70000
297,17-02-2020,204,Completed,249,1,8000
298,10-07-2021,558,Completed,108,1,100000
299,15-05-2020,121,Returned,26,1,7000
300,30-12-2021,420,Completed,246,1,1000
301,03-01-2022,341,Completed,213,1,1200
302,09-02-2021,99,Returned,45,1,10000
303,08-06-2022,466,Inprogress,217,1,2500
304,23-11-2022,57,Returned,111,1,100000
305,07-04-2023,474,Completed,3,1,25000
306,29-03-2023,455,Completed,239,1,1500
307,02-02-2022,495,Completed,118,1,25000
308,27-03-2023,273,Completed,121,1,120000
309,01-01-2021,54,Completed,53,1,1000
310,09-04-2020,243,Completed,163,1,90000
311,28-02-2021,70,Completed,131,1,35000
312,19-07-2020,108,Completed,225,1,10000
313,15-05-2022,543,Completed,80,1,20000
314,07-02-2023,298,Completed,50,1,20000
315,19-11-2020,99,Completed,126,1,12000
316,04-07-2023,59,Returned,15,1,600
317,05-08-2020,223,Completed,8,1,12000
318,27-12-2021,375,Completed,140,1,75000
319,11-01-2024,430,Completed,193,1,85000
320,19-01-2021,227,Returned,123,1,40000
321,22-08-2021,337,Completed,111,1,100000
322,06-03-2020,221,Completed,7,1,5000
323,25-10-2020,173,Completed,35,1,40000
324,02-04-2020,226,Returned,125,1,100000
326,05-08-2020,49,Completed,137,1,55000
327,01-12-2022,534,Completed,34,1,40000
328,08-09-2021,446,Completed,64,1,4000
329,03-05-2021,511,Completed,250,1,15000
330,05-01-2022,299,Completed,93,1,3000
331,16-10-2020,92,Completed,35,1,40000
332,02-11-2023,364,Completed,135,1,100000
333,20-10-2021,426,Returned,39,1,500
334,10-07-2023,485,Completed,136,1,40000
335,02-11-2022,301,Completed,50,1,20000
336,26-03-2021,159,Completed,152,1,40000
337,25-01-2022,275,Returned,24,1,800
338,18-06-2021,559,Completed,197,2,30000
339,21-11-2020,143,Completed,194,1,15000
340,04-11-2022,297,Completed,225,1,10000
341,03-01-2023,486,Completed,146,1,45000
342,25-11-2022,506,Completed,162,1,35000
343,01-04-2023,279,Inprogress,239,1,1500
344,23-01-2020,52,Completed,181,1,150000
345,29-10-2023,543,Completed,201,1,70000
346,05-01-2022,452,Completed,50,1,20000
348,17-06-2022,516,Completed,19,1,1000
349,02-11-2022,102,Returned,150,1,80000
350,14-04-2020,191,Completed,10,1,15000
351,19-03-2023,377,Completed,54,1,1200
352,02-12-2023,368,Completed,73,1,7000
354,09-01-2024,448,Completed,199,1,150000
355,20-07-2021,163,Completed,215,1,2500
356,20-05-2023,356,Completed,233,1,300
357,02-02-2021,184,Completed,230,1,400
358,09-12-2021,309,Completed,129,1,45000
359,23-01-2020,95,Cancelled,52,1,6000
360,05-01-2024,102,Returned,202,1,1800
361,04-05-2021,477,Completed,252,1,1000
362,06-06-2022,542,Completed,142,1,20000
364,31-12-2020,153,Completed,102,1,65000
365,13-01-2022,348,Completed,176,1,55000
366,23-06-2020,179,Completed,2,1,3000
367,20-11-2020,124,Returned,27,1,8000
368,05-12-2021,529,Completed,151,1,120000
369,24-06-2021,538,Completed,31,1,20000
370,19-05-2022,486,Completed,216,1,1000
371,22-11-2023,102,Returned,181,1,150000
372,15-04-2023,266,Completed,237,1,4000
373,05-04-2020,219,Completed,157,1,95000
374,01-12-2022,301,Completed,145,1,60000
375,11-01-2023,62,Returned,48,1,30000
376,21-02-2023,504,Completed,7,1,5000
377,06-03-2022,399,Completed,149,2,800
378,25-01-2021,153,Completed,189,1,120000
379,11-01-2021,101,Completed,216,1,1000
380,26-05-2021,561,Completed,162,3,35000
381,23-06-2021,488,Completed,190,1,2500
382,09-06-2023,439,Completed,34,1,40000
383,16-01-2022,386,Completed,27,1,8000
384,24-10-2021,521,Completed,129,1,45000
385,25-12-2020,69,Returned,97,1,100000
386,25-12-2023,465,Completed,203,1,25000
387,03-07-2021,514,Completed,110,1,95000
388,09-04-2020,37,Completed,208,1,10000
389,02-10-2023,485,Completed,227,3,35000
390,23-04-2020,92,Completed,8,1,12000
392,23-12-2022,379,Completed,235,1,30000
393,29-10-2021,410,Completed,66,1,2500
394,12-03-2021,38,Returned,244,3,80000
395,12-08-2020,230,Returned,192,1,150000
396,03-09-2021,431,Completed,86,1,1200
397,03-07-2023,371,Inprogress,231,1,800
398,05-08-2020,233,Completed,110,1,95000
399,24-10-2020,88,Completed,206,1,35000
400,15-05-2020,29,Completed,208,1,10000
401,25-01-2021,124,Completed,162,1,35000
402,15-07-2020,42,Returned,155,1,85000
403,04-01-2021,177,Completed,31,1,20000
404,17-01-2023,265,Completed,175,1,20000
405,25-04-2022,338,Completed,136,1,40000
406,02-11-2020,250,Completed,223,1,3000
407,31-03-2023,102,Returned,69,1,10000
408,19-05-2020,126,Completed,188,1,65000
409,06-08-2020,122,Completed,141,1,85000
410,28-06-2022,469,Completed,100,1,75000
411,14-12-2021,541,Completed,190,1,2500
412,22-03-2022,400,Completed,148,1,35000
413,06-04-2023,338,Completed,149,3,800
414,27-02-2023,369,Completed,94,1,35000
415,04-09-2022,85,Returned,248,1,25000
416,23-02-2023,390,Completed,12,1,15000
417,30-01-2024,270,Completed,145,1,60000
418,09-06-2023,547,Completed,240,1,30000
419,15-10-2020,15,Cancelled,154,1,120000
420,25-08-2021,539,Completed,95,1,35000
421,17-11-2023,388,Inprogress,35,1,40000
422,16-09-2023,102,Returned,199,1,150000
423,19-12-2023,304,Completed,46,1,8000
424,26-12-2021,344,Completed,10,1,15000
425,06-05-2020,147,Returned,193,1,85000
426,17-12-2020,109,Returned,84,1,30000
427,29-05-2022,355,Completed,140,1,75000
428,13-06-2023,537,Completed,249,3,8000
430,06-04-2021,65,Completed,214,1,35000
431,20-06-2022,433,Completed,221,1,800
432,10-01-2023,393,Completed,127,1,1500
433,08-12-2022,353,Completed,165,1,4000
434,08-02-2023,325,Completed,61,1,1000
435,26-04-2023,369,Completed,198,1,50000
436,27-05-2023,303,Completed,82,1,2000
437,14-03-2022,403,Completed,170,1,70000
438,21-02-2023,355,Completed,250,1,15000
439,11-11-2021,492,Inprogress,224,1,40000
440,29-10-2021,495,Completed,109,3,95000
441,05-08-2020,43,Completed,46,1,8000
442,13-04-2021,219,Completed,57,2,7000
443,26-01-2022,548,Completed,164,1,50000
444,27-11-2020,138,Completed,99,1,22000
445,13-08-2021,331,Completed,238,1,30000
446,03-11-2023,347,Completed,18,1,600
447,26-08-2023,434,Completed,181,1,150000
448,22-05-2021,559,Completed,160,1,25000
449,25-09-2021,460,Completed,38,2,1500
451,23-03-2022,415,Completed,191,1,35000
452,13-12-2022,311,Completed,228,1,30000
453,29-05-2020,231,Completed,53,1,1000
454,30-01-2024,102,Returned,199,1,150000
455,18-10-2021,397,Cancelled,48,1,30000
456,24-12-2022,535,Completed,53,1,1000
457,24-08-2020,150,Completed,42,1,400
458,09-10-2021,316,Completed,164,1,50000
459,28-04-2023,523,Completed,90,1,700
460,14-01-2021,84,Completed,15,1,600
461,01-03-2022,519,Completed,5,1,10000
462,18-03-2021,221,Completed,56,1,3000
463,27-06-2021,499,Inprogress,238,1,30000
464,20-05-2020,3,Completed,141,1,85000
465,12-10-2022,61,Returned,246,1,1000
466,19-06-2022,337,Returned,57,1,7000
467,30-09-2021,468,Completed,98,1,4000
468,29-04-2023,400,Completed,46,1,8000
469,28-06-2021,500,Returned,188,1,65000
470,08-11-2021,430,Completed,187,3,65000
471,28-11-2021,309,Completed,171,1,25000
472,03-02-2020,241,Completed,145,1,60000
473,11-12-2022,320,Completed,152,1,40000
474,10-02-2022,389,Completed,184,1,40000
475,05-02-2023,274,Completed,33,1,10000
476,03-10-2021,493,Completed,144,1,65000
477,04-08-2021,469,Completed,43,1,20000
478,29-11-2020,170,Completed,16,2,400
479,28-02-2022,539,Completed,62,1,2500
480,08-02-2022,285,Completed,248,1,25000
481,20-10-2020,174,Completed,17,1,800
482,13-01-2022,486,Completed,33,1,10000
483,09-01-2024,412,Completed,172,3,45000
484,20-04-2021,547,Returned,53,1,1000
485,29-06-2022,317,Inprogress,132,1,45000
486,18-06-2020,64,Completed,147,1,60000
487,29-11-2022,467,Completed,112,1,75000
488,31-03-2023,297,Completed,172,1,45000
489,30-10-2022,426,Completed,38,1,1500
490,06-09-2023,465,Completed,25,1,1500
491,11-05-2021,497,Completed,222,1,500
492,25-05-2020,208,Completed,176,1,55000
493,20-04-2023,285,Completed,183,1,40000
494,09-10-2020,134,Completed,217,1,2500
495,30-01-2023,545,Completed,219,1,2000
496,10-02-2021,37,Cancelled,75,1,8000
497,30-05-2022,393,Completed,227,1,35000
498,03-02-2020,82,Completed,13,1,30000
499,07-12-2020,67,Returned,37,1,25000
500,08-11-2023,513,Completed,61,1,1000
501,09-03-2021,231,Completed,35,1,40000
502,24-04-2022,314,Completed,146,1,45000
503,22-07-2023,495,Completed,203,1,25000
504,18-02-2021,77,Completed,134,1,20000
505,08-12-2021,364,Completed,64,1,4000
506,28-09-2021,412,Completed,74,1,20000
507,19-12-2022,533,Completed,82,1,2000
508,22-02-2022,417,Completed,188,1,65000
509,07-02-2024,507,Completed,79,1,5000
510,29-05-2022,383,Completed,241,1,45000
511,19-02-2021,140,Completed,5,1,10000
512,05-06-2021,498,Completed,245,1,50000
513,08-02-2024,290,Completed,117,1,100000
514,24-07-2021,280,Completed,6,1,500
515,02-07-2020,34,Completed,20,1,2500
516,21-07-2023,320,Completed,228,1,30000
517,30-06-2023,421,Completed,68,1,12000
518,24-08-2023,301,Completed,26,1,7000
519,18-04-2022,458,Completed,19,1,1000
520,07-02-2022,305,Completed,113,1,90000
521,22-04-2022,513,Completed,221,1,800
522,11-03-2021,232,Returned,44,1,15000
523,23-12-2021,482,Completed,134,1,20000
524,15-12-2021,414,Returned,8,1,12000
525,25-12-2021,370,Inprogress,40,1,400
526,19-11-2023,381,Completed,24,1,800
527,01-01-2024,372,Completed,224,3,40000
528,19-10-2023,102,Returned,36,1,35000
529,19-05-2020,9,Completed,139,1,95000
530,02-01-2024,449,Completed,252,3,1000
531,20-04-2022,503,Completed,207,1,15000
532,23-11-2021,465,Completed,240,1,30000
533,15-03-2023,352,Completed,253,1,25000
534,15-08-2023,552,Completed,3,1,25000
535,04-09-2021,523,Completed,159,1,30000
536,25-12-2022,513,Completed,120,1,15000
537,24-04-2020,23,Completed,97,1,100000
538,12-05-2020,64,Completed,43,1,20000
539,26-02-2020,209,Inprogress,179,1,90000
540,23-12-2023,362,Completed,118,1,25000
541,19-06-2021,563,Completed,196,1,50000
542,11-08-2023,288,Completed,54,1,1200
544,15-02-2021,118,Completed,159,1,30000
545,11-05-2022,487,Completed,56,3,3000
546,20-12-2022,419,Completed,16,1,400
547,07-11-2022,278,Completed,22,1,15000
548,20-10-2021,508,Completed,152,1,40000
549,21-02-2023,61,Returned,214,1,35000
550,29-08-2023,102,Returned,37,1,25000
551,27-09-2022,59,Returned,238,1,30000
552,21-11-2022,424,Completed,237,1,4000
553,08-07-2021,520,Completed,99,1,22000
554,24-05-2022,344,Completed,83,1,3500
555,27-02-2020,114,Completed,29,1,18000
556,27-06-2023,368,Completed,145,1,60000
557,28-02-2021,184,Completed,196,1,50000
558,23-12-2020,155,Cancelled,251,1,3000
560,23-04-2022,450,Completed,9,1,18000
561,21-09-2021,476,Completed,89,1,10000
562,02-04-2023,274,Completed,147,1,60000
563,19-12-2022,34,Returned,120,1,15000
564,08-02-2024,102,Returned,6,1,500
565,09-03-2023,506,Completed,80,1,20000
566,06-09-2020,170,Completed,163,1,90000
567,18-01-2023,34,Returned,11,1,25000
568,11-04-2022,518,Returned,205,1,40000
569,01-09-2020,162,Completed,80,1,20000
570,20-08-2023,346,Completed,9,1,18000
571,26-10-2023,314,Completed,57,1,7000
572,20-09-2020,133,Completed,240,2,30000
573,01-01-2020,80,Completed,163,1,90000
574,01-03-2022,522,Completed,165,1,4000
575,31-10-2022,362,Inprogress,189,2,120000
576,18-03-2023,435,Completed,144,1,65000
577,13-11-2020,103,Completed,215,1,2500
578,18-09-2021,468,Completed,8,1,12000
579,18-10-2020,247,Completed,202,1,1800
580,05-12-2020,250,Completed,16,1,400
581,19-05-2023,523,Completed,69,1,10000
582,09-07-2022,12,Returned,216,2,1000
583,22-08-2021,542,Completed,149,1,800
584,10-06-2021,544,Completed,141,1,85000
585,22-06-2022,271,Completed,57,1,7000
586,28-04-2020,87,Completed,244,1,80000
587,01-07-2022,80,Completed,7,1,5000
588,16-04-2022,529,Completed,188,1,65000
589,24-11-2023,294,Completed,75,2,8000
590,25-01-2023,444,Completed,3,1,25000
591,03-07-2022,450,Completed,54,1,1200
592,11-12-2021,451,Completed,212,1,45000
593,08-10-2022,287,Completed,5,1,10000
594,14-10-2021,453,Completed,8,1,12000
595,06-05-2022,511,Completed,36,1,35000
596,20-06-2023,347,Completed,27,1,8000
597,29-05-2022,475,Completed,214,1,35000
598,20-10-2021,317,Completed,214,1,35000
599,31-12-2022,294,Completed,207,1,15000
600,30-11-2021,482,Completed,5,1,10000
601,31-05-2023,499,Completed,157,1,95000
602,10-07-2023,276,Completed,44,1,15000
603,22-09-2020,103,Completed,93,1,3000
604,22-09-2021,374,Returned,115,1,35000
605,24-12-2021,308,Completed,112,1,75000
606,15-09-2020,121,Completed,102,1,65000
607,10-07-2022,316,Completed,121,1,120000
608,12-10-2022,390,Completed,34,2,40000
609,25-07-2023,404,Completed,236,1,25000
610,04-07-2020,136,Completed,132,1,45000
611,13-03-2023,275,Completed,211,1,70000
612,09-04-2020,239,Completed,94,1,35000
613,06-06-2021,555,Completed,7,1,5000
614,08-06-2022,448,Completed,98,1,4000
615,21-01-2024,443,Cancelled,130,1,95000
617,20-06-2020,177,Completed,13,1,30000
618,07-01-2023,498,Completed,133,1,95000
619,30-10-2020,128,Completed,15,1,600
620,18-07-2020,129,Completed,79,1,5000
621,02-03-2023,412,Completed,208,1,10000
622,09-07-2023,353,Completed,129,1,45000
623,19-01-2022,348,Completed,63,1,1200
625,13-01-2020,174,Completed,52,1,6000
626,05-04-2023,398,Completed,142,1,20000
627,15-04-2020,203,Completed,25,1,1500
628,09-02-2022,304,Completed,34,1,40000
629,08-06-2020,75,Completed,178,1,65000
630,09-10-2020,220,Completed,155,1,85000
631,16-10-2022,552,Completed,186,1,70000
632,09-07-2020,128,Completed,213,3,1200
634,05-03-2022,448,Completed,177,1,22000
635,12-01-2020,176,Cancelled,219,3,2000
636,11-06-2023,480,Completed,110,3,95000
637,08-04-2022,297,Completed,245,1,50000
638,11-08-2023,102,Returned,42,1,400
639,24-04-2023,305,Completed,72,1,16000
640,10-01-2020,92,Completed,102,1,65000
641,31-05-2023,544,Completed,255,1,400
642,29-04-2023,318,Completed,87,1,1500
643,26-09-2022,51,Returned,86,1,1200
644,11-11-2021,398,Completed,189,1,120000
645,14-12-2020,115,Completed,187,1,65000
646,24-02-2020,15,Completed,195,1,80000
647,15-12-2022,394,Completed,69,1,10000
648,24-11-2023,518,Completed,72,1,16000
649,25-04-2022,524,Completed,54,1,1200
650,20-11-2020,131,Completed,90,2,700
651,22-10-2021,314,Completed,69,1,10000
652,01-12-2022,420,Completed,219,1,2000
